bsu_id,bsu_desc,eco_id,eco_desc,pao_id,pao_desc,spn_id,spn_desc
"adcB","high affinity Zn(II) ABC transporter (permease)","znuB","Z","znuB","zinc ABC transporter permease","SP_2170","zinc ABC transporter permease"
"scpA","chromosome condensation and partitioning factor",NA,NA,"PA3198","orf","scpA","segregation and condensation protein A"
"csbB","putative glycosyl transferase",NA,NA,NA,NA,"SP_1606","glycosyl transferase family protein"
"dinF","damage inducible, Na+ driven multidrug efflux pump",NA,NA,NA,NA,"SP_1939","MATE efflux family protein DinF"
"rbsC","ribose ABC transporter (permease)","rbsC","ribose ABC transporter - membrane subunit","rbsC","membrane protein component of ABC ribose transporter","SP_1070","orf"
"lgt","prelipoprotein diacylglycerol transferase","lgt","phosphatidylglycerol-prolipoprotein diacylglyceryl transferase","lgt","prolipoprotein diacylglyceryl transferase","SP_1412","prolipoprotein diacylglyceryl transferase"
"ribE","riboflavin synthase, alpha subunit","ribC","","ribC","riboflavin synthase subunit alpha","SP_0177","riboflavin synthase subunit alpha"
"nrdR","negative regulator of transcription of ribonucleotide reductase nrd genes and operons","nrdR","","nrdR","transcriptional regulator NrdR","nrdR","transcriptional regulator NrdR"
"glnH","glutamine ABC transporter (glutamine-binding lipoprotein)",NA,NA,"PA2204","ABC transporter","SP_0609","amino acid ABC transporter amino acid-binding protein"
"ykoG","two-component response regulator [YkoH]","yedW","predicted DNA-binding response regulator in two-component system with YedV","copR","two-component response regulator, CopR",NA,NA
"pstA","phosphate ABC transporter (permease)","pstA","phosphate ABC transporter - membrane subunit",NA,NA,"SP_1398","phosphate ABC transporter permease"
"yrrB","putative tetratricopeptide repeat family protein",NA,NA,"pilF","type 4 fimbrial biogenesis protein PilF",NA,NA
"fabG","beta-ketoacyl-acyl carrier protein reductase","fabG","3-oxoacyl-[acyl-carrier-protein] reductase subunit","fabG","3-ketoacyl-(acyl-carrier-protein) reductase","fabG","3-ketoacyl-ACP reductase"
"mgtE","magnesium transporter",NA,NA,"mgtE","Mg transporter MgtE",NA,NA
"ybbK","conserved hypothetical protein",NA,NA,"PA0312","orf",NA,NA
"yybG","conserved hypothetical protein",NA,NA,"PA1981","orf",NA,NA
"nasF","uroporphyrin-III C-methyltransferase",NA,NA,"cysG","siroheme synthase",NA,NA
"paiB","putative enzyme",NA,NA,"PA4182","orf",NA,NA
"yfmJ","putative oxidoreductase","curA","NADPH-dependent curcumin/dihydrocurcumin reductase subunit","PA1648","oxidoreductase",NA,NA
"yhcA","putative exporter","emrB","EmrAB-TolC multidrug efflux transport system - membrane subunit","PA5160","drug efflux transporter",NA,NA
"ynaD","putative N-acetyltransferase",NA,NA,NA,NA,"SP_0566","acetyltransferase"
"glmM","phosphoglucosamine mutase","glmM","phosphoglucosamine mutase","glmM","phosphoglucosamine mutase","glmM","phosphoglucosamine mutase"
"tsaD","biosynthesis of ","tsaD","protein involved in threonylcarbamoyladenosine biosynthesis","gcp","DNA-binding/iron metalloprotein/AP endonuclease","SP_0129","DNA-binding/iron metalloprotein/AP endonuclease"
"nasA","nitrate transporter",NA,NA,"nasA","nitrate transporter",NA,NA
"yfmE","iron-dicitrate ABC transporter (permease)","fecD","ferric dicitrate ABC transporter - membrane subunit",NA,NA,NA,NA
"mscL","large conductance mechanosensitive channel protein","mscL","","mscL","large-conductance mechanosensitive channel","SP_1010","large conductance mechanosensitive channel protein MscL"
"kdgR","Kdg operon transcriptional regulator (LacI family)",NA,NA,"ptxS","transcriptional regulator PtxS","SP_0330","sugar binding transcriptional regulator RegR"
"cwlO","secreted cell wall DL-endopeptidase",NA,NA,NA,NA,"SP_2216","orf"
"ytjA","hemolysin","yidD","inner membrane protein insertion factor","PA2045","orf","SP_1873","orf"
"pdaC","secreted deoxyriboendonuclease",NA,NA,NA,NA,"SP_1479","peptidoglycan N-acetylglucosamine deacetylase A"
"ypsC","putative methylase with RNA interaction domain","rlmL","fused 23S rRNA ","PA3048","23S rRNA m(2)G2445 methyltransferase","SP_0373","orf"
"yerD","putative flavoenzyme",NA,NA,"PA3602","orf",NA,NA
"trmF","tRNA uridine 5-carboxymethylaminomethyl modification enzyme","mnmG","protein involved in modification of U34 in tRNA","gidA","tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA","SP_0120","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA"
"yqgT","putative gamma-D-glutamyl-L-diamino acid endopeptidase","mpaA","murein tripeptide amidase A",NA,NA,NA,NA
"fliY","flagellar motor switching and energizing phosphatase","fliN","flagellar motor switch protein FliN","fliN","flagellar motor switch protein",NA,NA
"sbcD","DNA repair exonuclease","sbcD","ATP-dependent dsDNA exonuclease","sbcD","exonuclease SbcD",NA,NA
"rpmH","ribosomal protein L34","rpmH","50S ribosomal subunit protein L34","rpmH","50S ribosomal protein L34","rpmH","50S ribosomal protein L34"
"glpQ","glycerophosphoryl diester phosphodiesterase","glpQ","","PA2352","glycerophosphoryl diester phosphodiesterase",NA,NA
"fliR","component of the flagellar export machinery","fliR","flagellar biosynthesis protein FliR","fliR","flagellar biosynthesis protein FliR",NA,NA
"cotA","spore copper-dependent laccase","cueO","multicopper oxidase with role in copper homeostasis","PA3768","metallo-oxidoreductase",NA,NA
"ylaK","putative phosphate starvation inducible protein",NA,NA,"PA3919","orf",NA,NA
"yebA","conserved hypothetical protein",NA,NA,"PA2873","orf",NA,NA
"yvkA","putative efflux transporter",NA,NA,"PA1282","major facilitator superfamily (MFS) transporter",NA,NA
"tilS","tRNAile lysidine synthetase","tilS","tRN","PA3638","orf","SP_0011","MesJ/Ycf62 family protein"
"ftsE","cell-division ABC transporter (ATP-binding protein)","ftsE","cell division protein FtsE","ftsE","cell division protein FtsE","SP_0756","cell division ABC transporter ATP-binding protein FtsE"
"deoR","transcriptional regulator","yjhU","KpLE2 phage-like element; predicted DNA-binding transcriptional regulator",NA,NA,"SP_0247","transcriptional regulator"
"yqjZ","putative degradation enzyme (oxygenase)",NA,NA,"PA2268","orf",NA,NA
"yqfL","positive regulator of gluconeogenesis","ppsR","PEP synthetase regulatory protein","PA1769","orf",NA,NA
"ytkL","putative metal-dependent hydrolase","ulaG","L-ascorbate 6-phosphate lactonase","PA3969","orf",NA,NA
"yqjV","putative efflux transporter","ydeE","predicted transport protein YdeE","PA1212","major facilitator superfamily (MFS) transporter",NA,NA
"pheA","prephenate dehydratase","pheA","","pheA","chorismate mutase","SP_1369","prephenate dehydratase"
"era","GTP-binding protein","era","GTP-binding protein","era","GTP-binding protein Era","era","GTP-binding protein Era"
"murG","UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","murG","N-acetylglucosaminyl transferase","murG","undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase","murG","undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase"
"moaB","molybdopterin GTP-binding precursor Z biosynthesis component","moaB","MoaB protein","moaB2","molybdopterin biosynthetic protein B2",NA,NA
"rplA","ribosomal protein L1 (BL1)","rplA","50S ribosomal subunit protein L1","rplA","50S ribosomal protein L1","rplA","50S ribosomal protein L1"
"norM","MatE Na+-driven efflux family protein","mdtK","multidrug efflux transporter MdtK","PA1361","transporter","SP_1166","MATE efflux family protein"
"ysxB","conserved hypothetical protein",NA,NA,NA,NA,"SP_1106","orf"
"yvfU","two-component response regulator [YvfT]",NA,NA,NA,NA,"SP_2000","DNA-binding response regulator"
"rpoC","RNA polymerase (beta' subunit)","rpoC","RNA polymerase, β' subunit","rpoC","DNA-directed RNA polymerase subunit beta","SP_1960","DNA-directed RNA polymerase subunit beta"
"yurJ","putative multiple sugar ABC transporter (ATP-binding protein)",NA,NA,"PA2341","ATP-binding component of ABC maltose/mannitol transporter",NA,NA
"ydeM","putative dehydratase",NA,NA,"PA4015","orf",NA,NA
"ccdA","cytochrome c-type biogenesis protein CcdA; thiol-disulfide oxido-reductase",NA,NA,NA,NA,"SP_0999","cytochrome c-type biogenesis protein CcdA"
"efeU","ferric ion permease",NA,NA,"PA5248","orf",NA,NA
"yclI","putative transporter",NA,NA,NA,NA,"SP_0599","transmembrane protein Vexp1"
"frlO","putative fructose amino acid-binding lipoprotein","ycjN","","PA3190","binding protein component of ABC sugar transporter","SP_1897","sugar ABC transporter substrate-binding protein"
"yfkF","putative efflux transporter","ycaD","YcaD MFS transporter","PA5311","major facilitator superfamily (MFS) transporter",NA,NA
"cycB","cyclodextrin-binding lipoprotein","malE","maltose ABC transporter - periplasmic binding protein",NA,NA,NA,NA
"yhdH","putative sodium-dependent transporter",NA,NA,NA,NA,"SP_0737","sodium-dependent transporter"
"atpG","ATP synthase (subunit gamma, component F1)","atpG","ATP synthase ","atpG","F0F1 ATP synthase subunit gamma","SP_1509","ATP synthase F0F1 subunit gamma"
"ilvB","acetolactate synthase (acetohydroxy-acid synthase) (large subunit)","ilvI","","ilvI","acetolactate synthase 3 catalytic subunit","SP_0445","acetolactate synthase catalytic subunit"
"trpA","tryptophan synthase (alpha subunit)","trpA","tryptophan synthase, α subunit","trpA","tryptophan synthase subunit alpha","trpA","tryptophan synthase subunit alpha"
"yrpB","putative anionic nitroalkane dioxygenase",NA,NA,"PA4202","orf","SP_0419","enoyl-ACP reductase"
"ysnA","inosine/xanthosine triphosphate pyrophosphatase (subunit A)","rdgB","","PA0387","deoxyribonucleotide triphosphate pyrophosphatase","SP_1880","orf"
"kipR","transcriptional regulator (IclR family)","yagI","CP4-6 prophage; predicted DNA-binding transcriptional regulator","PA3508","transcriptional regulator",NA,NA
"yrpG","putative oxidoreductase","yajO","putative NAD(P)H-dependent xylose reductase","PA4434","oxidoreductase",NA,NA
"ykuP","short-chain flavodoxin","fldA","oxidized flavodoxin 1",NA,NA,NA,NA
"ppsA","plipastatin synthetase",NA,NA,"pvdJ","",NA,NA
"ycsN","putative oxidoreductase","ydhF","predicted oxidoreductase",NA,NA,"SP_0791","aldo/keto reductase"
"lytC","N-acetylmuramoyl-L-alanine amidase (major autolysin)","amiC","N-acetylmuramyl-L-alanine amidase",NA,NA,NA,NA
"fadF","putative iron-sulphur-binding reductase",NA,NA,"dgcB","DgcB, dimethylglycine catabolism",NA,NA
"yuxK","conserved hypothetical protein",NA,NA,"PA1134","orf",NA,NA
"gtaB","UTP-glucose-1-phosphate uridylyltransferase","galU","UTP--glucose-1-phosphate uridylyltransferase","galU","UTP--glucose-1-phosphate uridylyltransferase","SP_2092","UTP-glucose-1-phosphate uridylyltransferase"
"yxbG","putative oxidoreductase",NA,NA,"PA1649","short-chain dehydrogenase",NA,NA
"cypB","cytochrome P450 CYP102A3",NA,NA,"PA3679","orf",NA,NA
"yezE","putative transcriptional regulator (TetR family)","comR","ComR DNA-binding transcriptional repressor","cifR","",NA,NA
"yqeI","putative RNA-binding protein","yhbY","predicted RNA-binding protein","PA4753","orf","SP_1748","orf"
"oppD","oligopeptide ABC transporter (ATP-binding protein)",NA,NA,NA,NA,"SP_1888","oligopeptide ABC transporter ATP-binding protein AmiE"
"ykgA","putative aminohydrolase",NA,NA,"PA1195","orf","SP_2148","arginine deiminase"
"yqeF","putative lipoprotein; putative esterase","tesA","","tesA","acyl-CoA thioesterase I precursor",NA,NA
"scoB","succinyl CoA:3-oxoacid CoA-transferase (subunit B)","atoA","acetyl-CoA:acetoacetyl-CoA transferase, β subunit","dhcB","DhcB, dehydrocarnitine CoA transferase, subunit B",NA,NA
"rplQ","ribosomal protein L17 (BL15)","rplQ","50S ribosomal subunit protein L17","rplQ","50S ribosomal protein L17","rplQ","50S ribosomal protein L17"
"melA","alpha-D-galactoside galactohydrolase","melA","α-galactosidase monomer",NA,NA,NA,NA
"opuAC","glycine betaine ABC transporter - glycine betaine-binding lipoprotein","proX","glycine betaine / proline ABC transporter - periplasmic binding protein","PA3236","glycine betaine-binding protein precursor",NA,NA
"gmk","guanylate kinase","gmk","","gmk","guanylate kinase","gmk","guanylate kinase"
"walJ","putative hydrolase",NA,NA,"PA1012","orf","SP_1225","vicX protein"
"yjbE","putative transporter component",NA,NA,"PA1170","orf",NA,NA
"ytmP","putative kinase/phosphotransferase",NA,NA,NA,NA,"SP_0549","orf"
"rplM","ribosomal protein L13","rplM","50S ribosomal subunit protein L13","rplM","50S ribosomal protein L13","rplM","50S ribosomal protein L13"
"fmt","methionyl-tRNA formyltransferase","fmt","10-formyltetrahydrofolate:L-methionyl-tRN","fmt","methionyl-tRNA formyltransferase","fmt","methionyl-tRNA formyltransferase"
"ydgI","putative dehydrogenase",NA,NA,NA,NA,"SP_0622","nitroreductase"
"ldh","L-lactate dehydrogenase",NA,NA,NA,NA,"ldh","L-lactate dehydrogenase"
"ywrF","conserved hypothetical protein",NA,NA,"PA1644","orf",NA,NA
"salA","Mrp family regulator","mrp","putative ATPase","PA3481","orf",NA,NA
"malK","maltose phosphorylase","ycjT","predicted hydrolase",NA,NA,NA,NA
"cydC","ABC membrane transporter (ATP-binding protein) required for cytochrome bd function","cydD","glutathione / L-cysteine efflux transporter - CydD subunit",NA,NA,NA,NA
"yhfO","putative N-acetyltransferase",NA,NA,"PA4026","acetyltransferase",NA,NA
"gcvPB","glycine decarboxylase (subunit 2) (glycine cleavage system protein P)","gcvP","glycine decarboxylase","gcvP2","glycine dehydrogenase",NA,NA
"rplS","ribosomal protein L19","rplS","50S ribosomal subunit protein L19","rplS","50S ribosomal protein L19","rplS","50S ribosomal protein L19"
"prkA","serine protein kinase","yeaG","protein kinase","PA0588","orf",NA,NA
"yhaM","3'-5' exonuclease",NA,NA,NA,NA,"SP_1980","cmp-binding-factor 1"
"rnjA","ribonuclease J1",NA,NA,NA,NA,"SP_0121","metallo-beta-lactamase superfamily protein"
"sucC","succinyl-CoA synthetase (beta subunit)","sucC","succinyl-CoA synthetase, β subunit","sucC","succinyl-CoA synthetase subunit beta",NA,NA
"yabB","putative methyltransferase",NA,NA,NA,NA,"SP_1536","orf"
"pdhA","pyruvate dehydrogenase (E1 alpha subunit)",NA,NA,"PA3417","pyruvate dehydrogenase E1 component, subunit alpha",NA,NA
"yabD","metal-dependent DNase","ycfH","predicted metallodependent hydrolase","PA2959","orf","SP_1991","hydrolase"
"parA","chromosome partitioning protein; transcriptional regulator",NA,NA,"soj","chromosome partitioning protein Soj",NA,NA
"ddl","D-alanyl-D-alanine ligase A","ddlA","D-alanine-D-alanine ligase A","ddlB","D-alanine--D-alanine ligase","ddl","D-alanyl-alanine synthetase A"
"nhaK","Na+/H+ antiporter","yjcE","YjcE CPA1 transporter","PA3660","sodium/hydrogen antiporter","SP_0655","sodium/hydrogen exchanger family protein"
"lipL","GcvH:[lipoyl domain] amidotransferase",NA,NA,"PA4286","orf",NA,NA
"icd","isocitrate dehydrogenase","icd","","icd","isocitrate dehydrogenase",NA,NA
"dhbF","siderophore 2,3-dihydroxybenzoate-glycine-threonine trimeric ester bacillibactin synthetase","entF","aryl carrier protein / L-seryl-AMP synthase","PA3327","non-ribosomal peptide synthetase",NA,NA
"recJ","putative single-strand DNA-specific exonuclease","recJ","","recJ","single-stranded-DNA-specific exonuclease RecJ","SP_0611","single-stranded-DNA-specific exonuclease RecJ"
"pyk","pyruvate kinase","pykF","pyruvate kinase I monomer","pykF","pyruvate kinase","SP_0897","pyruvate kinase"
"ykoX","putative integral inner membrane protein",NA,NA,"PA5244","orf",NA,NA
"xylA","xylose isomerase","xylA","",NA,NA,NA,NA
"pnpA","polynucleotide phosphorylase (PNPase)","pnp","polynucleotide phosphorylase monomer","pnp","polynucleotide phosphorylase/polyadenylase","SP_0588","polynucleotide phosphorylase"
"mntB","manganese ABC transporter (ATP-binding protein)",NA,NA,"znuC","zinc transporter ZnuC","SP_1648","manganese ABC transporter ATP-binding protein"
"hxlA","3-hexulose-6-phosphate synthase (HPS)","ulaD","3-keto-L-gulonate 6-phosphate decarboxylase",NA,NA,"ulaD","3-keto-L-gulonate-6-phosphate decarboxylase"
"ywoC","putative hydrolase","yecD","predicted hydrolase",NA,NA,NA,NA
"sacP","phosphotransferase system (PTS) sucrose-specific enzyme IIBC component",NA,NA,NA,NA,"SP_1722","PTS system IIABC components"
"ytxM","putative esterase","menH","(1R,6R)-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","PA3226","hydrolase","SP_0666","orf"
"mreB","cell-shape determining protein","mreB","",NA,NA,NA,NA
"pstBA","phosphate ABC transporter (ATP-binding protein)","pstB","phosphate ABC transporter - ATP binding subunit","pstB","phosphate transporter ATP-binding protein","SP_1397","phosphate transporter ATP-binding protein"
"dnaD","DNA-remodelling primosomal protein",NA,NA,NA,NA,"SP_1575","orf"
"yneN","putative membrane-bound proteins with a thioredoxin-like domain","ccmG","","PA2477","thiol:disulfide interchange protein",NA,NA
"folC","folyl-polyglutamate synthase","folC","bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase","folC","folylpolyglutamate synthetase","SP_0290","dihydrofolate synthetase"
"wprA","cell wall-associated protease",NA,NA,"PA1242","orf",NA,NA
"yjmD","putative oxidoreductase","rspB","predicted oxidoreductase, Zn-dependent and NAD(P)-binding",NA,NA,NA,NA
"tsf","elongation factor Ts","tsf","protein chain elongation factor EF-Ts","tsf","elongation factor Ts","tsf","elongation factor Ts"
